per_model_mean,per_model_std,per_model_min,per_model_25p,per_model_median,per_model_75p,per_model_max
0.028386218023934196,0.03857530699065842,0.0003464478883116,0.0055768036236261,0.0134036526409713,0.0335783806154176,0.2940264823715728
0.028605320785223518,0.033697664066014356,0.0005048962623446,0.00626897080231835,0.015958699963558698,0.041282414458061245,0.2222956773802005
0.028586403198390866,0.03390890723103508,0.0003474554895851,0.006150785013113425,0.01574169185158445,0.04162913012242,0.2175067382236179
0.02891773503537078,0.03366958854425939,0.0012364961688,0.0060456675955538,0.0138896867119598,0.040619488177359,0.141223361410878
0.02894577299259531,0.03371471157589349,0.0012298729577971,0.0059700498215604,0.0138426874060297,0.0406484352952361,0.1411104676320349
0.023089107065943484,0.038673609079976655,0.0002591027718161,0.0036049106360696,0.0066295742832738,0.024615791082793846,0.1332870291469238
0.023516960847994005,0.03936837237369657,0.000239998216452,0.0036873159885371497,0.0058464182001182,0.0253369945678796,0.1357527918507043
0.02335451379108049,0.03934029857049755,0.0002397735075866,0.00381330193624895,0.0068125769263543,0.0246431014116372,0.1357022721874045
0.024142432628588582,0.03921373605077945,0.000240000265541,0.0037983743315733497,0.0067584393582666,0.027257930703805302,0.1357572256981232
0.03557576083976208,0.035976804722115,0.0002920761082034,0.0111422119791229,0.0238875921466033,0.048493456150517,0.1844078479012273
0.03572517729380897,0.036108985134724644,0.0002379174384066,0.0104198431410769,0.0233334763210472,0.0493244045364998,0.1770323242446443
0.03572517729380897,0.036108985134724644,0.0002379174384066,0.0104198431410769,0.0233334763210472,0.0493244045364998,0.1770323242446443
0.03700772044013143,0.03756617530422982,0.0005720608625081,0.0100306154849303,0.0238502111968974,0.0518688115159308,0.1724130547831672
0.03700772044013143,0.03756617530422982,0.0005720608625081,0.0100306154849303,0.0238502111968974,0.0518688115159308,0.1724130547831672
