"2,0,0","2,0,1","2,1,0","2,1,1","3,0,0","3,0,1","3,1,0","3,1,1"
8.178988751072151e-08,8.179938569986638e-08,7.160447803661248e-06,6.286861333243404e-06,8.199192072631234e-08,8.184428222516665e-08,6.0207874856181005e-06,5.98154994876874e-06
7.579845657993342e-07,7.579846138659973e-07,1.8000478794129737e-05,1.9054876825313742e-05,7.57788137884864e-07,7.579374565695876e-07,1.94144261964354e-05,1.951697647862596e-05
1.4103676960631034e-05,1.410369417474976e-05,1.4329428239599069e-07,6.320112991212283e-08,1.4079321703118753e-05,1.4096988155814261e-05,5.1917907550604724e-08,4.658340128367478e-08
1.7019135245645887e-05,1.701930897581534e-05,1.7918463416879267e-07,4.5521315001326214e-08,1.6984675618031378e-05,1.7006630654797993e-05,1.8148049238557764e-08,1.1624533479945441e-08
4.935681182663475e-08,4.9369409924979776e-08,1.7453011834142157e-05,1.533479652661352e-05,4.672427757235519e-08,4.831779317575973e-08,1.4063580536499324e-05,1.3741294519211663e-05
1.5557592663014472e-06,1.555763566287369e-06,1.691230705858599e-05,1.7002894612112083e-05,1.5558290068076012e-06,1.5557630796692719e-06,1.7000454791126288e-05,1.7022363333479335e-05
1.1063096165389786e-05,1.1063110322943329e-05,5.2234362228762185e-05,5.18435960105205e-05,1.1063002967111519e-05,1.1063063342360976e-05,1.9525505127801807e-05,5.211902518042126e-05
4.819788636234485e-07,4.819802555864354e-07,0.00010048796279340757,0.00010532387352071771,4.820580546586023e-07,4.819876305838976e-07,0.000108430222674589,0.00010964250173984934
2.3226236707901196e-06,2.322623662234531e-06,1.4499884950206753e-08,6.841503357678994e-08,2.3225321987706385e-06,2.3226135519072067e-06,1.0712271109440143e-07,1.4326977533575421e-07
1.7088461304204155e-05,1.7107288366311977e-05,5.27177253901505e-07,1.3183013404828828e-06,1.7088901919632135e-05,1.7088880047934686e-05,2.3469473328695324e-06,1.989451648443552e-06
1.2014213373319235e-06,1.201422012275463e-06,0.00012512722111834116,0.0001249209244404332,1.2014188108699112e-06,1.2014088702278208e-06,0.00012492846863529814,0.0001248623714238654
1.0545732123014292e-08,1.0545792746999291e-08,5.0778636751893394e-05,3.659686451130004e-05,1.054569710859964e-08,1.0545732959027966e-08,5.8455406836937764e-05,5.6770681692618885e-05
6.943416782958584e-08,6.943368768597871e-08,3.9533476467890285e-05,3.114267262921161e-05,6.94340058390005e-08,6.943404836048182e-08,3.888972868961287e-05,3.7645093629675596e-05
9.724628620264511e-07,9.724723382145446e-07,1.0856889044509241e-05,8.9022065110779e-06,9.724640661282815e-07,9.724638779670625e-07,9.848799784587939e-06,9.628466507431606e-06
1.2231868451207164e-08,1.2231844142591015e-08,1.401635513938516e-05,2.2277244941590838e-05,1.2233556949857104e-08,1.2231287148248255e-08,4.957649273776915e-06,4.723644413999573e-06
3.2521064333016938e-06,3.2521055917499073e-06,0.0002947108971209854,0.0002793289123691646,3.2506763438628304e-06,3.251389539599483e-06,0.00020381605974962092,0.00019857246289058916
6.901958151977008e-07,6.901943741554085e-07,2.4932156750937345e-05,5.455911223510407e-06,6.89695443013652e-07,6.903427570118563e-07,3.783639098633111e-05,3.9869160023130774e-05
0.00018139920515316825,0.00018130615281664603,0.0005299097562999758,0.0005203510128016445,0.00018155520089874723,0.00018142455227266322,0.0005216128932096903,0.0005217436707317721
0.00016944769450041207,0.00016935565980549043,4.0176072919659875e-07,3.4887666090177176e-07,0.0001691979660686059,0.0001694003589167432,3.195658874491548e-07,3.1964425121776686e-07
5.986525790484544e-07,5.986522366573763e-07,1.2084186509264925e-06,3.3961160443491526e-06,5.986438964896043e-07,5.986531706811372e-07,8.133110322826296e-07,1.327818982615335e-06
5.299714004180214e-06,5.2997117935558105e-06,3.8880318622472685e-05,2.7393772745808135e-05,5.299719273063552e-06,5.299711850230308e-06,3.407251514668841e-05,3.211128089611581e-05
1.4567071730583273e-05,1.4567056155376854e-05,6.31556231288944e-06,4.809110667355371e-06,1.4567056448345479e-05,1.456705626166647e-05,6.230648446724846e-06,6.012784105917371e-06
286.1500815961645,1177.714117664402,1630.330877440598,154.15429849843102,290.03213995450926,704.4822328171028,1499.4988600763536,80.91661483177225
0.04232681928271124,1.247401643243276,1149.5585346288794,23.823530934949982,10.73973066485199,0.5451324645264639,767.6786987563078,155.8857010800349
7.447872927058597,24.392134642162482,26.00027417099678,61.82795716788472,4.81549176654502,24.641538325645488,30.517474094039386,27.492344475413994
2.098220624701295,3.2410332406257023,76.68948207912996,1.2397535974680345,0.24695940942847147,2.083427998585525,66.6274188336216,10.994450763990196
237.66694125401028,275.19710434011586,626.1339202696475,5.852673265991209,157.17973599169972,243.55351473803987,437.67899119069665,31.689905075726408
0.06126944573813092,0.20576930622905584,346.4731017985069,0.052375834558619064,0.014662033974769428,0.04673623573387427,342.2955445116558,2.5907791158907068
34.00476445058765,22.114626911678815,3.4311787285272066,6.495940034414591,21.154922145644544,16.770153017501546,5.75754273109001,2.650139989256959
7.949023378721265,10.142163467320144,1.7737024634028706,0.002431549506034608,7.949023853160935,7.72020151274179,0.08022480860886771,5.034074074446309
30.524092300891628,31.799694862347867,0.5225596465197726,6.55504459213061,44.909844085262456,51.26788072625674,1.4644390019696365,0.15937466618426188
100.94028953493587,91.12289207249749,9.242592127303588,16.397888478316432,135.91575717409876,132.4287801769576,61.95825159100302,6.408687916772021
4.365630725258647,2.8913678729405357,1.4954072690525442,9.307846167571759,1.4744126592435434,2.238202946679579,5.642410877221761,8.850621453578738
21.959052950688932,12.630307050214423,5.202385678298053,28.626236322662514,16.350501124080203,13.14768923346048,22.3195992628519,28.55023057850169
8.09603207579758,7.884254978509265,25.752401365793492,15.967177066693402,3.1756709439963546,2.435295466562916,26.395439101020507,23.076083898121173
1.8349892175312688,0.0008591375519481933,108.15932609682692,1.054571238643005,6.76801766439661,0.01124542748898569,119.62146701561903,0.12484685031955127
0.34020398859851303,0.6688977491578416,32.79604473134855,1.1188965938250157,0.3548925139604569,0.5087873981185436,34.64139615896512,4.039892572641549
3.198066370878742,0.07893423843324857,18.080682949001687,0.09002250271519187,4.667268512188689,1.1497196047398062,17.409612413769704,0.00035024934416753753
2.20190930668032,3.349002871370767,12.113284833194655,1.4997517300187688,0.6352665242980345,0.6164310359061346,10.062030913255631,2.8164819615707075
4.506281218573695,3.055783838154606,14.84287506380677,3.793377294032443,4.615245859224337,2.900708633371709,12.384787936016936,4.536559459294843
3.911154688244553,3.997655899998117,10.018510903333445,56.03259054792369,3.9308627888693395,4.293664423108676,6.797301135495063,62.003611658982614
0.9170275914942668,0.6012848414913753,2.1767141078028414,42.47393523008907,0.943391705737224,0.9469589509958933,0.09407222307415669,35.219154222646026
4.035727312656035,4.019014918994488,7.672954510792518,1.486657317999283,4.902728709535755,3.7970735842557986,7.660078061512674,1.481494586814038
4.73703805232762,4.958444279383567,4.8919990516702745,24.21024662557067,4.913723647602698,5.009470749263384,16.691349563273327,21.743820998837442
2.9644690145798283,2.8194276996195455,0.13644601309798152,15.954333264184404,3.0338852754645256,3.0458500529054606,0.27863164230017023,0.03686679225265629
0.6175328899918053,0.5496922520047981,0.2832283087955848,9.210493182415819,0.41883829407171874,0.3396676917410365,0.6995160238570344,0.20681145267659173
3.7094257572147686,3.586365433178832,0.11028060923069073,19.156113215459694,1.950642390792703,1.7612745528171725,0.01421797300083229,0.30126316992128005
4.211729208921977,4.19431665149406,1.4244029758416756,2.2560661086028775,4.2249168989514745,4.6155798595726845,0.7633813791960178,2.5630858662673246
1.5891871672843512,1.7997762533815014,0.4462645148821978,0.6280058905921437,1.5829154705003945,2.2204862127203997,0.2881228417915631,0.76653669060985
0.0005703344767883435,0.1662342181821433,15.068409259348755,63.75424467485861,0.16478925947456857,0.558372804971298,19.04204388103849,20.815222794299604
34.434383220213725,34.845777759505204,57.90447180997639,18.613943210944598,30.868238214346174,34.44852608661798,18.64207997544704,30.48718955469692
119.59796277020622,117.31147232373446,386.97404030250055,103.2520750908271,103.80882798765288,113.8144807065212,396.7975575932089,17.358259738927767
187.2349259505781,179.30522237479178,10.248902047992305,117.47757057949767,179.01606048288588,184.10377740620652,0.06035190103742924,85.1466442054415
184.94734766566918,184.8998225930942,66.75547549332482,141.78931478019652,173.30225179345095,178.41168425003485,36.958416293641584,88.3662792789091
18.27722020141611,18.01830679831433,433.50772651186685,656.7667701154032,18.126412868254686,43.18414096355374,326.7549522612615,389.1802176284469
81.72857582719482,38.68152143429114,792.2139290264985,637.5428616065494,28.728106383639506,30.02464829820243,737.9891051206992,561.4649897827272
149.43109326174852,401.60843268073774,61.8504752082263,52.96004850035189,307.66335181035527,413.5760697961417,50.73021596514685,27.723602338254597
75.24316983822817,28.875558246334688,2295.0922687510993,2165.3879575327687,30.60113081719004,74.54756351327326,2161.8190077711706,374.54350429420435
55.05550241058219,32.04434109418839,700.79636554723,575.2873861538927,44.14910490318987,77.95043327258793,625.3034437886823,370.8747183677699
10.63388897678729,15.815377876633356,9.95529242761505,3.035116522347106,10.553270074435117,11.688564131973814,5.657723892318397,0.003394928352260776
65.02536182613409,190.6676487756092,1142.0692173696139,539.9212327620122,123.15845260541387,164.0906245728989,1076.9575844042083,496.1058780219561
71.76114469259835,176.31867303057248,378.59026991393443,637.5444135929823,188.6920356833218,192.56872895945048,599.039097031343,1023.7804668216728
56.67795809329452,49.260268253714955,419.73989013423295,235.844598517202,57.78130980011613,70.84326963055808,589.5186696396224,274.1315193861524
56.710662173142396,56.92210989983681,343.3017437665538,192.53225012079653,57.298176895126744,48.98814493160799,601.8166851229496,253.45808157631137
1.367781549746748,42.40028534341869,103.42498911899274,167.77164083921835,4.1101734081551005,6.681596758105954,166.07538704376304,178.97823138758082
0.7116454156656091,9.847217077992147,265.219772057159,557.2547738601332,1.4107567291451275,3.971104821396067,293.78071038890783,585.9316889272873
14.1590752009677,4.269674713995235,200.1766549691803,223.8989606517829,11.392264362472655,1.1869029578986563,308.2183954122212,259.07416469430575
49.991121000887475,128.0239696769474,458.2221146268773,94.85552183595993,49.931345756232666,49.693523238079706,517.922267170979,95.03984544559324
56.328418249456156,32.13188848486882,323.8018071602037,497.02679255373266,24.670355890092885,299.3557001919985,388.7003213806875,423.3948117649769
