time,sunshine_duration
2017-08-23,41930.85
2017-08-24,42661.92
2017-08-25,46573.37
2017-08-26,44795.29
2017-08-27,45172.297
2017-08-28,45242.207
2017-08-29,44700.49
2017-08-30,40901.094
2017-08-31,37468.156
2017-09-01,43228.113
2017-09-02,43864.836
2017-09-03,43891.703
2017-09-04,43614.69
2017-09-05,30941.633
2017-09-06,43366.03
2017-09-07,43393.727
2017-09-08,38365.55
2017-09-09,43176.242
2017-09-10,36866.25
2017-09-11,40364.652
2017-09-12,43200.0
2017-09-13,43200.0
2017-09-14,40207.914
2017-09-15,43200.0
2017-09-16,29911.17
2017-09-17,38851.73
2017-09-18,43027.508
2017-09-19,42926.17
2017-09-20,42825.15
2017-09-21,42724.535
2017-09-22,41713.395
2017-09-23,17501.873
2017-09-24,0.0
2017-09-25,10794.387
2017-09-26,29438.547
2017-09-27,0.0
2017-09-28,6661.4785
2017-09-29,27096.37
2017-09-30,24074.11
2017-10-01,31940.492
2017-10-02,0.0
2017-10-03,40364.008
2017-10-04,22821.61
2017-10-05,39735.027
2017-10-06,25292.703
2017-10-07,39711.9
2017-10-08,39202.457
2017-10-09,7589.9585
2017-10-10,39366.793
2017-10-11,39045.516
2017-10-12,38951.258
2017-10-13,22886.785
2017-10-14,35218.844
2017-10-15,38759.79
2017-10-16,38695.344
2017-10-17,38630.383
2017-10-18,37217.438
2017-10-19,38409.754
2017-10-20,38432.52
2017-10-21,36000.0
2017-10-22,38298.406
2017-10-23,32568.871
2017-10-24,38162.793
2017-10-25,38041.695
2017-10-26,23816.285
2017-10-27,35819.543
2017-10-28,10390.032
2017-10-29,36959.25
2017-10-30,17293.617
2017-10-31,35369.812
2017-11-01,34026.516
2017-11-02,28605.121
2017-11-03,28424.23
2017-11-04,35473.5
2017-11-05,12579.946
2017-11-06,27206.898
2017-11-07,23042.65
2017-11-08,27749.92
2017-11-09,31195.814
2017-11-10,25839.242
2017-11-11,34775.2
2017-11-12,34719.97
2017-11-13,34666.36
2017-11-14,34325.24
2017-11-15,31496.93
2017-11-16,34051.613
2017-11-17,32723.549
2017-11-18,34425.02
2017-11-19,34139.184
2017-11-20,34166.2
2017-11-21,31223.5
2017-11-22,31717.277
2017-11-23,32400.0
2017-11-24,31081.232
2017-11-25,32489.531
2017-11-26,33482.176
2017-11-27,33087.297
2017-11-28,26496.363
2017-11-29,25142.938
2017-11-30,32938.484
2017-12-01,31959.389
2017-12-02,32484.936
2017-12-03,31451.066
2017-12-04,31778.402
2017-12-05,32681.305
2017-12-06,26635.621
2017-12-07,17724.553
2017-12-08,29844.027
2017-12-09,32476.453
2017-12-10,32426.424
2017-12-11,32377.121
2017-12-12,32328.582
2017-12-13,29769.0
2017-12-14,24833.06
2017-12-15,32189.004
2017-12-16,26269.424
2017-12-17,23192.285
2017-12-18,30740.713
2017-12-19,29719.764
2017-12-20,32318.07
2017-12-21,11072.07
2017-12-22,32227.475
2017-12-23,28397.941
2017-12-24,31095.227
2017-12-25,23920.227
2017-12-26,27026.771
2017-12-27,31779.986
2017-12-28,32692.252
2017-12-29,32775.58
2017-12-30,32083.18
2017-12-31,22140.01
2018-01-01,30908.27
2018-01-02,32970.867
2018-01-03,32330.73
2018-01-04,33065.965
2018-01-05,31195.6
2018-01-06,15427.354
2018-01-07,32504.031
2018-01-08,21999.742
2018-01-09,31509.838
2018-01-10,2163.0151
2018-01-11,32359.012
2018-01-12,26392.574
2018-01-13,27932.637
2018-01-14,33214.773
2018-01-15,20120.975
2018-01-16,34152.844
2018-01-17,34250.363
2018-01-18,34350.305
2018-01-19,6644.115
2018-01-20,34197.195
2018-01-21,0.0
2018-01-22,34771.527
2018-01-23,34817.0
2018-01-24,34545.56
2018-01-25,25644.166
2018-01-26,34850.484
2018-01-27,34998.67
2018-01-28,34444.023
2018-01-29,35102.6
2018-01-30,29075.893
2018-01-31,32916.836
2018-02-01,14560.641
2018-02-02,34736.793
2018-02-03,35394.6
2018-02-04,30544.889
2018-02-05,34796.01
2018-02-06,31863.594
2018-02-07,35655.41
2018-02-08,33665.527
2018-02-09,33791.555
2018-02-10,334.3824
2018-02-11,36480.242
2018-02-12,26304.707
2018-02-13,36786.14
2018-02-14,36746.83
2018-02-15,34793.31
2018-02-16,36984.387
2018-02-17,37575.348
2018-02-18,37849.043
2018-02-19,29140.107
2018-02-20,36826.547
2018-02-21,38038.45
2018-02-22,24628.113
2018-02-23,32400.0
2018-02-24,38387.91
2018-02-25,38538.465
2018-02-26,38561.855
2018-02-27,38595.125
2018-02-28,36521.426
2018-03-01,37922.258
2018-03-02,39262.992
2018-03-03,39589.188
2018-03-04,38168.24
2018-03-05,39933.1
2018-03-06,40561.156
2018-03-07,40882.543
2018-03-08,32491.188
2018-03-09,39987.27
2018-03-10,29917.428
2018-03-11,41756.184
2018-03-12,41918.48
2018-03-13,42081.07
2018-03-14,41423.594
2018-03-15,30549.016
2018-03-16,28833.566
2018-03-17,42555.285
2018-03-18,24657.049
2018-03-19,31702.871
2018-03-20,39805.08
2018-03-21,42950.29
2018-03-22,39448.125
2018-03-23,43145.375
2018-03-24,43200.0
2018-03-25,39778.13
2018-03-26,36000.0
2018-03-27,43200.0
2018-03-28,9802.199
2018-03-29,43200.0
2018-03-30,43200.0
2018-03-31,43200.0
2018-04-01,39600.0
2018-04-02,43200.0
2018-04-03,43200.0
2018-04-04,40801.508
2018-04-05,35195.21
2018-04-06,2958.3235
2018-04-07,31637.004
2018-04-08,36736.734
2018-04-09,35018.676
2018-04-10,43577.246
2018-04-11,43252.42
2018-04-12,43458.863
2018-04-13,538.14514
2018-04-14,43068.42
2018-04-15,44523.562
2018-04-16,41311.44
2018-04-17,46540.016
2018-04-18,46995.293
2018-04-19,45789.203
2018-04-20,36400.21
2018-04-21,9794.627
2018-04-22,35708.113
2018-04-23,46672.12
2018-04-24,12693.693
2018-04-25,48792.727
2018-04-26,45851.19
2018-04-27,49078.46
2018-04-28,43509.676
2018-04-29,42399.58
2018-04-30,42823.734
2018-05-01,30185.672
2018-05-02,2435.4834
2018-05-03,13457.01
2018-05-04,49934.277
2018-05-05,47756.754
2018-05-06,46323.97
2018-05-07,34974.36
2018-05-08,50173.133
2018-05-09,43298.29
2018-05-10,50292.05
2018-05-11,31820.836
2018-05-12,3600.0
2018-05-13,10285.342
2018-05-14,44157.938
2018-05-15,50323.68
2018-05-16,50400.0
2018-05-17,48168.492
2018-05-18,27320.61
2018-05-19,0.0
2018-05-20,11783.5
2018-05-21,50400.0
2018-05-22,45675.984
2018-05-23,50400.0
2018-05-24,46727.34
2018-05-25,50400.0
2018-05-26,41455.43
2018-05-27,43449.867
2018-05-28,15005.422
2018-05-29,46800.0
2018-05-30,46962.59
2018-05-31,50400.0
2018-06-01,46800.0
2018-06-02,50400.0
2018-06-03,42106.664
2018-06-04,50400.0
2018-06-05,43453.184
2018-06-06,47956.55
2018-06-07,50400.0
2018-06-08,50635.39
2018-06-09,50631.117
2018-06-10,50627.688
2018-06-11,50625.043
2018-06-12,50623.22
2018-06-13,47893.508
2018-06-14,45063.586
2018-06-15,44932.742
2018-06-16,32740.94
2018-06-17,16677.307
2018-06-18,26507.84
2018-06-19,16812.178
2018-06-20,50400.0
2018-06-21,50400.0
2018-06-22,48182.5
2018-06-23,50400.0
2018-06-24,40713.754
2018-06-25,50400.0
2018-06-26,50400.0
2018-06-27,46347.605
2018-06-28,50400.0
2018-06-29,50400.0
2018-06-30,30025.084
2018-07-01,50631.535
2018-07-02,50422.14
2018-07-03,50400.0
2018-07-04,50400.0
2018-07-05,38025.957
2018-07-06,50400.0
2018-07-07,50400.0
2018-07-08,44121.37
2018-07-09,50400.0
2018-07-10,50400.0
2018-07-11,50400.0
2018-07-12,44005.754
2018-07-13,50400.0
2018-07-14,50400.0
2018-07-15,43035.66
2018-07-16,39099.523
2018-07-17,46354.49
2018-07-18,50400.0
2018-07-19,50400.0
2018-07-20,47423.65
2018-07-21,48260.734
2018-07-22,40563.664
2018-07-23,29855.412
2018-07-24,34808.5
2018-07-25,41653.477
2018-07-26,45182.824
2018-07-27,34349.555
2018-07-28,25938.79
2018-07-29,40862.062
2018-07-30,50400.0
2018-07-31,50400.0
2018-08-01,37974.45
2018-08-02,50304.312
2018-08-03,26544.102
2018-08-04,47284.55
2018-08-05,32585.438
2018-08-06,44660.113
2018-08-07,50019.95
2018-08-08,47758.78
2018-08-09,49827.37
2018-08-10,49696.133
2018-08-11,49564.184
2018-08-12,49431.004
2018-08-13,49295.926
2018-08-14,42421.805
2018-08-15,49020.492
2018-08-16,48880.383
2018-08-17,48738.848
2018-08-18,42807.43
2018-08-19,42540.574
2018-08-20,46766.734
2018-08-21,27676.217
2018-08-22,30401.504
