date,sunshine_duration,uv_index_max,precipitation_sum,shortwave_radiation_sum,precipitation_hours,daylight_duration
11/01/17,,,,,0.0,37863.74
11/02/17,,,,,0.0,37731.785
11/03/17,,,,,0.0,37601.78
11/04/17,,,,,0.0,37473.883
11/05/17,,,,,0.0,37347.668
11/06/17,,,,,0.0,37222.086
11/07/17,,,,,0.0,37097.223
11/08/17,,,,,0.0,36973.215
11/09/17,,,,,0.0,36850.2
11/10/17,,,,,0.0,36728.312
11/11/17,,,,,0.0,36607.707
11/12/17,,,,,0.0,36488.52
11/13/17,,,,,0.0,36370.906
11/14/17,,,,,0.0,36255.01
11/15/17,,,,,0.0,36140.992
11/16/17,,,,,0.0,36028.996
11/17/17,,,,,0.0,35919.2
11/18/17,,,,,0.0,35811.746
11/19/17,,,,,0.0,35706.81
11/20/17,,,,,0.0,35604.555
11/21/17,,,,,0.0,35505.15
11/22/17,,,,,0.0,35408.76
11/23/17,,,,,0.0,35315.566
11/24/17,,,,,0.0,35225.734
11/25/17,,,,,0.0,35138.97
11/26/17,,,,,0.0,35054.38
11/27/17,,,,,0.0,34972.047
11/28/17,,,,,0.0,34892.08
11/29/17,,,,,0.0,34814.57
11/30/17,,,,,0.0,34739.645
12/01/17,,,,,0.0,34667.414
12/02/17,,,,,0.0,34597.977
12/03/17,,,,,0.0,34531.445
12/04/17,,,,,0.0,34467.938
12/05/17,,,,,0.0,34407.56
12/06/17,,,,,0.0,34350.426
12/07/17,,,,,0.0,34296.65
12/08/17,,,,,0.0,34246.34
12/09/17,,,,,0.0,34199.598
12/10/17,,,,,0.0,34156.547
12/11/17,,,,,0.0,34117.293
12/12/17,,,,,0.0,34081.94
12/13/17,,,,,0.0,34050.6
12/14/17,,,,,0.0,34023.375
12/15/17,,,,,0.0,34000.2
12/16/17,,,,,0.0,33980.777
12/17/17,,,,,0.0,33965.09
12/18/17,,,,,0.0,33953.125
12/19/17,,,,,0.0,33944.875
12/20/17,,,,,0.0,33940.336
12/21/17,,,,,0.0,33939.49
12/22/17,,,,,0.0,33942.324
12/23/17,,,,,0.0,33948.82
12/24/17,,,,,0.0,33958.97
12/25/17,,,,,0.0,33972.746
12/26/17,,,,,0.0,33990.13
12/27/17,,,,,0.0,34011.105
12/28/17,,,,,0.0,34035.633
12/29/17,,,,,0.0,34063.703
12/30/17,,,,,0.0,34095.285
12/31/17,,,,,0.0,34130.348
01/01/18,29705.957,,0.0,9.33,0.0,34168.863
01/02/18,26106.64,,0.0,9.17,0.0,34210.797
01/03/18,7200.0,,1.1,6.26,1.0,34256.125
01/04/18,10800.0,,8.4,3.5,4.0,34305.06
01/05/18,15539.649,,3.0,6.13,3.0,34358.05
01/06/18,7200.0,,0.0,4.65,0.0,34414.977
01/07/18,4490.237,,0.0,4.43,0.0,34475.707
01/08/18,0.0,,40.500004,1.99,21.0,34540.094
01/09/18,4225.3364,,21.6,3.61,9.0,34608.004
01/10/18,14400.0,,0.0,6.94,0.0,34679.3
01/11/18,8055.8955,,0.4,5.51,1.0,34753.844
01/12/18,10800.0,,0.0,6.27,0.0,34831.5
01/13/18,0.0,,0.0,4.85,0.0,34912.133
01/14/18,3684.0894,,0.0,7.04,0.0,34995.605
01/15/18,3600.0,,0.7,6.67,1.0,35081.79
01/16/18,10800.0,,0.0,6.54,0.0,35170.543
01/17/18,0.0,,0.0,5.3,0.0,35261.734
01/18/18,15231.789,,0.1,7.16,1.0,35355.24
01/19/18,26939.043,,19.1,9.18,1.0,35450.926
01/20/18,30700.135,,0.0,11.3,0.0,35548.676
01/21/18,21962.145,,1.5,9.84,3.0,35648.35
01/22/18,0.0,,2.3000002,2.77,5.0,35749.836
01/23/18,13973.383,,0.0,8.68,0.0,35853.004
01/24/18,5650.725,,1.9000001,6.09,3.0,35958.254
01/25/18,18000.0,,4.5,8.25,1.0,36066.543
01/26/18,13372.622,,0.0,6.77,0.0,36177.727
01/27/18,27498.71,,0.0,10.44,0.0,36291.637
01/28/18,34422.78,,0.0,12.22,0.0,36408.086
01/29/18,24752.008,,0.0,10.62,0.0,36526.918
01/30/18,28800.0,,0.0,11.54,0.0,36647.96
01/31/18,34784.21,,0.0,12.71,0.0,36771.047
02/01/18,34839.355,,0.0,12.4,0.0,36896.02
02/02/18,34896.11,,0.0,12.66,0.0,37022.723
02/03/18,34954.395,,0.0,12.77,0.0,37150.996
02/04/18,35014.13,,0.0,13.02,0.0,37280.688
02/05/18,35075.227,,0.0,13.01,0.0,37411.645
02/06/18,35137.613,,0.0,13.61,0.0,37543.734
02/07/18,35201.21,,0.0,13.45,0.0,37676.793
02/08/18,35265.945,,0.0,13.78,0.0,37810.695
02/09/18,35331.74,,0.0,13.99,0.0,37945.29
02/10/18,35398.516,,0.0,14.48,0.0,38080.453
02/11/18,28266.213,,0.0,12.2,0.0,38216.043
02/12/18,35534.75,,0.0,14.62,0.0,38351.934
02/13/18,35604.336,,0.0,15.12,0.0,38488.566
02/14/18,35675.773,,0.0,14.8,0.0,38627.01
02/15/18,35749.02,,0.0,15.57,0.0,38767.18
02/16/18,35823.945,,0.0,15.3,0.0,38908.914
02/17/18,35900.438,,0.0,15.13,0.0,39052.082
02/18/18,35978.387,,0.0,15.61,0.0,39196.54
02/19/18,36000.0,,0.0,16.2,0.0,39342.156
02/20/18,36000.0,,0.0,16.2,0.0,39488.79
02/21/18,36000.0,,0.0,16.34,0.0,39636.324
02/22/18,32045.588,,0.0,15.81,0.0,39784.62
02/23/18,36000.0,,0.0,17.13,0.0,39933.55
02/24/18,30093.531,,0.0,13.2,0.0,40083.0
02/25/18,36000.0,,0.0,17.0,0.0,40232.84
02/26/18,32400.0,,2.9,15.34,2.0,40382.95
02/27/18,36000.0,,0.0,17.94,0.0,40533.215
02/28/18,32400.0,,0.4,15.19,1.0,40683.508
03/01/18,18000.0,,11.3,12.56,7.0,40833.715
03/02/18,22379.543,,5.1,14.53,3.0,40983.734
03/03/18,28800.0,,0.0,16.28,0.0,41133.44
03/04/18,21600.0,,0.0,14.15,0.0,41282.723
03/05/18,36000.0,,0.0,18.76,0.0,41431.996
03/06/18,36000.0,,0.0,18.7,0.0,41582.277
03/07/18,36000.0,,0.0,18.59,0.0,41733.5
