date,sunshine_duration,uv_index_max,precipitation_sum,shortwave_radiation_sum,precipitation_hours,daylight_duration
08/24/17,,,,,0.0,48250.605
08/25/17,,,,,0.0,48100.28
08/26/17,,,,,0.0,47949.17
08/27/17,,,,,0.0,47797.402
08/28/17,,,,,0.0,47645.066
08/29/17,,,,,0.0,47492.277
08/30/17,,,,,0.0,47339.13
08/31/17,,,,,0.0,47185.734
09/01/17,,,,,0.0,47032.184
09/02/17,,,,,0.0,46878.58
09/03/17,,,,,0.0,46725.016
09/04/17,,,,,0.0,46571.586
09/05/17,,,,,0.0,46418.395
09/06/17,,,,,0.0,46265.1
09/07/17,,,,,0.0,46110.76
09/08/17,,,,,0.0,45955.44
09/09/17,,,,,0.0,45799.242
09/10/17,,,,,0.0,45642.266
09/11/17,,,,,0.0,45484.605
09/12/17,,,,,0.0,45326.38
09/13/17,,,,,0.0,45167.67
09/14/17,,,,,0.0,45008.586
09/15/17,,,,,0.0,44849.22
09/16/17,,,,,0.0,44689.67
09/17/17,,,,,0.0,44530.023
09/18/17,,,,,0.0,44370.383
09/19/17,,,,,0.0,44210.84
09/20/17,,,,,0.0,44051.496
09/21/17,,,,,0.0,43892.43
09/22/17,,,,,0.0,43733.754
09/23/17,,,,,0.0,43575.543
09/24/17,,,,,0.0,43417.902
09/25/17,,,,,0.0,43260.93
09/26/17,,,,,0.0,43104.266
09/27/17,,,,,0.0,42946.93
09/28/17,,,,,0.0,42788.97
09/29/17,,,,,0.0,42630.496
09/30/17,,,,,0.0,42471.605
10/01/17,,,,,0.0,42312.402
10/02/17,,,,,0.0,42152.996
10/03/17,,,,,0.0,41993.484
10/04/17,,,,,0.0,41833.973
10/05/17,,,,,0.0,41674.562
10/06/17,,,,,0.0,41515.363
10/07/17,,,,,0.0,41356.477
10/08/17,,,,,0.0,41198.01
10/09/17,,,,,0.0,41040.082
10/10/17,,,,,0.0,40882.79
10/11/17,,,,,0.0,40726.246
10/12/17,,,,,0.0,40570.566
10/13/17,,,,,0.0,40415.867
10/14/17,,,,,0.0,40262.254
10/15/17,,,,,0.0,40109.855
10/16/17,,,,,0.0,39958.29
10/17/17,,,,,0.0,39806.47
10/18/17,,,,,0.0,39654.45
10/19/17,,,,,0.0,39502.363
10/20/17,,,,,0.0,39350.332
10/21/17,,,,,0.0,39198.477
10/22/17,,,,,0.0,39046.934
10/23/17,,,,,0.0,38895.82
10/24/17,,,,,0.0,38745.285
10/25/17,,,,,0.0,38595.445
10/26/17,,,,,0.0,38446.45
10/27/17,,,,,0.0,38298.434
10/28/17,,,,,0.0,38151.53
10/29/17,,,,,0.0,38005.902
10/30/17,,,,,0.0,37861.68
10/31/17,,,,,0.0,37719.023
11/01/17,,,,,0.0,37578.08
11/02/17,,,,,0.0,37439.008
11/03/17,,,,,0.0,37301.97
11/04/17,,,,,0.0,37167.125
11/05/17,,,,,0.0,37034.098
11/06/17,,,,,0.0,36901.73
11/07/17,,,,,0.0,36770.1
11/08/17,,,,,0.0,36639.348
11/09/17,,,,,0.0,36509.62
11/10/17,,,,,0.0,36381.066
11/11/17,,,,,0.0,36253.836
11/12/17,,,,,0.0,36128.082
11/13/17,,,,,0.0,36003.96
11/14/17,,,,,0.0,35881.637
11/15/17,,,,,0.0,35761.26
11/16/17,,,,,0.0,35643.008
11/17/17,,,,,0.0,35527.047
11/18/17,,,,,0.0,35413.535
11/19/17,,,,,0.0,35302.664
11/20/17,,,,,0.0,35194.598
11/21/17,,,,,0.0,35089.516
11/22/17,,,,,0.0,34987.605
11/23/17,,,,,0.0,34889.047
11/24/17,,,,,0.0,34794.023
11/25/17,,,,,0.0,34702.266
